transaction_id,invoice_id,customer_id,customer_name,store_id,erp_transaction_date,erp_amount,gateway_transaction_id,gateway,payment_transaction_date,payment_amount,payment_difference,bank_transaction_date,bank_amount,bank_difference,bank_status,date_difference_days,entity_match_score,entity_match_confidence,reconciliation_status
TX0009124,INV0009124,CUST008946,Sneha Joshi,STORE032,2026-08-21 00:00:00,66176.63,PG70203063,Gateway_B,2026-08-21 00:00:00,66176.63,0.0,2026-08-21 00:00:00,66176.63,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009125,INV0009125,CUST003679,Neha Joshi,STORE064,2026-08-04 00:00:00,101375.33,PG61662134,Gateway_B,2026-08-04 00:00:00,101375.33,0.0,2026-08-05 00:00:00,101375.33,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009126,INV0009126,CUST008983,Priya Das,STORE057,2026-08-31 00:00:00,8207.85,PG46379543,Gateway_A,2026-08-31 00:00:00,8207.85,0.0,2026-09-01 00:00:00,8207.85,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009127,INV0009127,CUST005571,Sneha Singh,STORE237,2026-08-23 00:00:00,77273.76,PG70465237,Gateway_B,2026-08-23 00:00:00,77273.76,0.0,2026-08-24 00:00:00,77273.76,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009128,INV0009128,CUST004943,Meera Patel,STORE182,2026-08-04 00:00:00,75316.2,PG74384246,Gateway_B,2026-08-04 00:00:00,75316.2,0.0,2026-08-06 00:00:00,75316.2,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009129,INV0009129,CUST008094,Nikhil Gupta,STORE243,2026-08-17 00:00:00,15722.78,PG40475377,Gateway_A,2026-08-17 00:00:00,15722.78,0.0,2026-08-18 00:00:00,15722.78,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009130,INV0009130,CUST000809,Arjun Sharma,STORE010,2026-08-30 00:00:00,94202.28,PG25875452,Gateway_C,2026-08-30 00:00:00,94202.28,0.0,2026-08-30 00:00:00,94202.28,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009131,INV0009131,CUST004921,Karan Nair,STORE038,2026-08-08 00:00:00,96986.68,PG17299265,Gateway_C,2026-08-08 00:00:00,96986.68,0.0,2026-08-10 00:00:00,96986.68,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009132,INV0009132,CUST004950,Amit Nair,STORE088,2026-08-08 00:00:00,18313.49,PG63264570,Gateway_C,2026-08-08 00:00:00,18313.49,0.0,2026-08-09 00:00:00,18313.49,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009133,INV0009133,CUST004920,Pooja Singh,STORE084,2026-08-03 00:00:00,10940.9,,,,,,,,,MISSING_SETTLEMENT,,0.0,NO_MATCH,MISSING_PAYMENT
TX0009134,INV0009134,CUST009665,Sneha Singh,STORE240,2026-08-01 00:00:00,63573.19,PG24387050,Gateway_C,2026-08-01 00:00:00,63573.19,0.0,2026-08-01 00:00:00,63573.19,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009135,INV0009135,CUST006385,Ananya Sharma,STORE162,2026-08-06 00:00:00,31722.08,PG37909059,Gateway_C,2026-08-06 00:00:00,31722.08,0.0,2026-08-06 00:00:00,31722.08,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009136,INV0009136,CUST004417,Ananya Kapoor,STORE034,2026-08-10 00:00:00,107566.96,PG98987906,Gateway_C,2026-08-10 00:00:00,107566.96,0.0,2026-08-11 00:00:00,107566.96,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009137,INV0009137,CUST001805,Aditya Mehta,STORE057,2026-08-21 00:00:00,60743.57,PG69781021,Gateway_C,2026-08-21 00:00:00,60743.57,0.0,2026-08-22 00:00:00,60743.57,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009138,INV0009138,CUST005836,Aditya Nair,STORE050,2026-08-09 00:00:00,45320.11,PG57256543,Gateway_A,2026-08-09 00:00:00,45320.11,0.0,2026-08-09 00:00:00,45320.11,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009139,INV0009139,CUST004728,Amit Das,STORE145,2026-08-22 00:00:00,50994.16,PG29533888,Gateway_A,2026-08-22 00:00:00,50994.16,0.0,2026-08-23 00:00:00,50994.16,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009140,INV0009140,CUST006562,Sneha Rao,STORE241,2026-08-16 00:00:00,106096.23,PG20263746,Gateway_A,2026-08-15 00:00:00,106096.23,0.0,2026-08-16 00:00:00,106096.23,0.0,SETTLED,-1.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009141,INV0009141,CUST008681,Priya Iyer,STORE060,2026-08-11 00:00:00,58480.26,PG62367691,Gateway_B,2026-08-11 00:00:00,58480.26,0.0,2026-08-12 00:00:00,58480.26,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009142,INV0009142,CUST005051,Karan Mishra,STORE246,2026-08-19 00:00:00,96063.36,PG23710485,Gateway_C,2026-08-19 00:00:00,96063.36,0.0,2026-08-19 00:00:00,96063.36,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009143,INV0009143,CUST006536,Ananya Gupta,STORE129,2026-08-01 00:00:00,55750.68,PG93228434,Gateway_B,2026-08-01 00:00:00,55750.68,0.0,2026-08-01 00:00:00,55750.68,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009144,INV0009144,CUST002574,Arjun Singh,STORE223,2026-08-08 00:00:00,76782.11,PG51967233,Gateway_C,2026-08-08 00:00:00,76782.11,0.0,2026-08-09 00:00:00,76782.11,0.0,SETTLED,0.0,83.64,MEDIUM_CONFIDENCE,MATCHED
TX0009145,INV0009145,CUST000696,Meera Rao,STORE140,2026-08-02 00:00:00,44484.06,PG20917192,Gateway_C,2026-08-02 00:00:00,44484.06,0.0,2026-08-03 00:00:00,44484.06,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009146,INV0009146,CUST005873,Karan Mehta,STORE048,2026-08-06 00:00:00,24178.5,PG14082939,Gateway_A,2026-08-06 00:00:00,24178.5,0.0,2026-08-08 00:00:00,24178.5,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009147,INV0009147,CUST004817,Ananya Gupta,STORE051,2026-08-29 00:00:00,9232.3,PG79889648,Gateway_A,2026-08-29 00:00:00,9232.3,0.0,2026-08-30 00:00:00,9232.3,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009148,INV0009148,CUST004082,Sneha Gupta,STORE227,2026-08-20 00:00:00,49193.97,PG61575690,Gateway_B,2026-08-20 00:00:00,49193.97,0.0,2026-08-22 00:00:00,49193.97,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009149,INV0009149,CUST003156,Rahul Patel,STORE229,2026-08-07 00:00:00,96881.3,PG45951673,Gateway_B,2026-08-07 00:00:00,96881.3,0.0,2026-08-07 00:00:00,96881.3,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009150,INV0009150,CUST007705,Meera Sharma,STORE019,2026-08-21 00:00:00,99028.38,PG21689269,Gateway_A,2026-08-21 00:00:00,99028.38,0.0,2026-08-22 00:00:00,99028.38,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009151,INV0009151,CUST002342,Kavya Kumar,STORE088,2026-08-29 00:00:00,14356.86,PG95760373,Gateway_C,2026-08-29 00:00:00,14356.86,0.0,2026-08-31 00:00:00,14356.86,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009152,INV0009152,CUST004670,Vikram Singh,STORE161,2026-08-21 00:00:00,66855.31,PG50385014,Gateway_A,2026-08-21 00:00:00,66855.31,0.0,2026-08-21 00:00:00,66855.31,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009153,INV0009153,CUST000686,Karan Sharma,STORE229,2026-08-09 00:00:00,21978.71,PG14117702,Gateway_B,2026-08-09 00:00:00,21978.71,0.0,2026-08-09 00:00:00,21978.71,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009154,INV0009154,CUST005713,Aditya Singh,STORE048,2026-08-08 00:00:00,34107.97,PG35513393,Gateway_B,2026-08-08 00:00:00,34107.97,0.0,2026-08-08 00:00:00,34107.97,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009155,INV0009155,CUST009997,Rohan Gupta,STORE088,2026-08-17 00:00:00,41966.19,PG17654346,Gateway_C,2026-08-17 00:00:00,41966.19,0.0,2026-08-18 00:00:00,41966.19,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009156,INV0009156,CUST007156,Karan Nair,STORE184,2026-08-27 00:00:00,59515.28,PG54490971,Gateway_C,2026-08-27 00:00:00,59515.28,0.0,2026-08-28 00:00:00,59515.28,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009157,INV0009157,CUST000277,Kavya Singh,STORE175,2026-08-03 00:00:00,10835.24,PG91086469,Gateway_A,2026-08-03 00:00:00,10835.24,0.0,2026-08-04 00:00:00,10835.24,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009158,INV0009158,CUST001125,Arjun Kumar,STORE137,2026-08-18 00:00:00,106334.57,,,,,,,,,MISSING_SETTLEMENT,,0.0,NO_MATCH,MISSING_PAYMENT
TX0009159,INV0009159,CUST005716,Sneha Joshi,STORE066,2026-08-04 00:00:00,103681.44,PG97644228,Gateway_B,2026-08-04 00:00:00,103681.44,0.0,2026-08-04 00:00:00,103681.44,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009160,INV0009160,CUST006854,Aditya Joshi,STORE020,2026-08-24 00:00:00,23849.26,PG88213754,Gateway_C,2026-08-24 00:00:00,23849.26,0.0,2026-08-24 00:00:00,23849.26,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009161,INV0009161,CUST000184,Rahul Kapoor,STORE147,2026-08-05 00:00:00,56389.0,PG78952719,Gateway_B,2026-08-05 00:00:00,56389.0,0.0,2026-08-06 00:00:00,56389.0,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009162,INV0009162,CUST008855,Aditya Kumar,STORE162,2026-08-17 00:00:00,38752.02,PG16875873,Gateway_A,2026-08-17 00:00:00,38752.02,0.0,2026-08-17 00:00:00,38752.02,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009163,INV0009163,CUST006131,Arjun Nair,STORE202,2026-08-19 00:00:00,28281.64,PG69354122,Gateway_C,2026-08-19 00:00:00,28281.64,0.0,2026-08-19 00:00:00,28281.64,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009164,INV0009164,CUST002604,Ananya Mehta,STORE055,2026-08-26 00:00:00,32157.05,PG79756736,Gateway_B,2026-08-26 00:00:00,32157.05,0.0,2026-08-27 00:00:00,32157.05,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009165,INV0009165,CUST009111,Rahul Rao,STORE068,2026-08-15 00:00:00,26361.96,PG60210233,Gateway_A,2026-08-15 00:00:00,26361.96,0.0,2026-08-15 00:00:00,26361.96,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009166,INV0009166,CUST001688,Nikhil Nair,STORE043,2026-08-23 00:00:00,103277.98,PG87019974,Gateway_C,2026-08-23 00:00:00,103277.98,0.0,2026-08-24 00:00:00,103277.98,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009167,INV0009167,CUST003088,Ananya Gupta,STORE128,2026-08-12 00:00:00,105287.57,PG57433486,Gateway_A,2026-08-12 00:00:00,105287.57,0.0,2026-08-12 00:00:00,105287.57,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009168,INV0009168,CUST002572,Nikhil Singh,STORE125,2026-08-13 00:00:00,32425.49,PG62975734,Gateway_B,2026-08-13 00:00:00,32425.49,0.0,2026-08-14 00:00:00,32425.49,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009169,INV0009169,CUST008955,Aditya Das,STORE021,2026-08-10 00:00:00,24645.98,PG22807741,Gateway_A,2026-08-10 00:00:00,24645.98,0.0,2026-08-11 00:00:00,24645.98,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009170,INV0009170,CUST000628,Priya Rao,STORE055,2026-08-25 00:00:00,68609.23,PG79444303,Gateway_A,2026-08-25 00:00:00,68609.23,0.0,2026-08-25 00:00:00,68609.23,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009171,INV0009171,CUST005637,Neha Mehta,STORE067,2026-08-06 00:00:00,16399.25,PG96844758,Gateway_B,2026-08-06 00:00:00,16399.25,0.0,2026-08-07 00:00:00,16399.25,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009172,INV0009172,CUST005616,Rohan Singh,STORE238,2026-08-02 00:00:00,37137.22,PG17290376,Gateway_A,2026-08-02 00:00:00,37137.22,0.0,2026-08-04 00:00:00,37137.22,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009173,INV0009173,CUST003096,Arjun Kapoor,STORE050,2026-08-11 00:00:00,61822.87,PG33024454,Gateway_B,2026-08-11 00:00:00,61822.87,0.0,2026-08-13 00:00:00,61822.87,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009174,INV0009174,CUST002555,Sneha Mishra,STORE247,2026-08-10 00:00:00,64991.6,PG86709981,Gateway_B,2026-08-10 00:00:00,65288.37,-296.77,2026-08-12 00:00:00,64991.6,296.77,SETTLED,0.0,80.0,MEDIUM_CONFIDENCE,OVERPAYMENT
TX0009175,INV0009175,CUST002178,Karan Singh,STORE244,2026-08-09 00:00:00,48902.56,PG41324369,Gateway_C,2026-08-09 00:00:00,48902.56,0.0,2026-08-09 00:00:00,48902.56,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009176,INV0009176,CUST000222,Nikhil Verma,STORE201,2026-08-16 00:00:00,16217.05,PG14435242,Gateway_A,2026-08-16 00:00:00,16217.05,0.0,2026-08-16 00:00:00,16217.05,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009177,INV0009177,CUST006568,Pooja Das,STORE075,2026-08-15 00:00:00,92975.29,PG11068130,Gateway_A,2026-08-15 00:00:00,92975.29,0.0,2026-08-17 00:00:00,92975.29,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009178,INV0009178,CUST000226,Vikram Sharma,STORE052,2026-08-17 00:00:00,9466.92,PG81064682,Gateway_C,2026-08-17 00:00:00,9466.92,0.0,2026-08-18 00:00:00,9466.92,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009179,INV0009179,CUST006624,Neha Gupta,STORE152,2026-08-12 00:00:00,67936.24,PG22311428,Gateway_B,2026-08-12 00:00:00,67936.24,0.0,2026-08-12 00:00:00,67936.24,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009180,INV0009180,CUST007559,Neha Das,STORE198,2026-08-30 00:00:00,16960.19,PG16352544,Gateway_C,2026-08-30 00:00:00,13119.56,3840.63,2026-08-30 00:00:00,16960.19,-3840.63,SETTLED,0.0,80.0,MEDIUM_CONFIDENCE,PARTIAL_PAYMENT
TX0009181,INV0009181,CUST005222,Ananya Sharma,STORE096,2026-08-18 00:00:00,89313.47,PG97706116,Gateway_C,2026-08-18 00:00:00,89313.47,0.0,2026-08-20 00:00:00,89313.47,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009182,INV0009182,CUST005290,Rahul Singh,STORE006,2026-08-10 00:00:00,11427.72,PG60179989,Gateway_B,2026-08-10 00:00:00,11427.72,0.0,2026-08-11 00:00:00,11427.72,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009183,INV0009183,CUST005717,Ananya Sharma,STORE169,2026-08-29 00:00:00,95392.35,PG15781419,Gateway_A,2026-08-29 00:00:00,95392.35,0.0,2026-08-31 00:00:00,95392.35,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009184,INV0009184,CUST009776,Meera Reddy,STORE085,2026-08-25 00:00:00,7020.78,PG26867797,Gateway_B,2026-08-25 00:00:00,7020.78,0.0,2026-08-25 00:00:00,7020.78,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009185,INV0009185,CUST002492,Meera Das,STORE018,2026-08-16 00:00:00,4804.03,PG91887016,Gateway_A,2026-08-16 00:00:00,4804.03,0.0,2026-08-18 00:00:00,4777.13,26.9,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009186,INV0009186,CUST003008,Sneha Joshi,STORE158,2026-08-14 00:00:00,44670.87,PG59923200,Gateway_C,2026-08-14 00:00:00,44670.87,0.0,2026-08-15 00:00:00,44670.87,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009187,INV0009187,CUST001102,Rahul Singh,STORE223,2026-08-22 00:00:00,99879.86,PG37800781,Gateway_A,2026-08-22 00:00:00,99879.86,0.0,2026-08-22 00:00:00,99879.86,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009188,INV0009188,CUST001735,Sneha Verma,STORE013,2026-08-16 00:00:00,36317.23,PG63737832,Gateway_A,2026-08-16 00:00:00,36317.23,0.0,2026-08-17 00:00:00,36317.23,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009189,INV0009189,CUST002688,Aditya Sharma,STORE075,2026-08-15 00:00:00,49079.89,PG76136929,Gateway_A,2026-08-15 00:00:00,49079.89,0.0,2026-08-15 00:00:00,49079.89,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009190,INV0009190,CUST004131,Karan Patel,STORE050,2026-08-13 00:00:00,33518.15,PG30187397,Gateway_A,2026-08-13 00:00:00,33518.15,0.0,2026-08-14 00:00:00,33518.15,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009191,INV0009191,CUST002261,Amit Singh,STORE032,2026-08-16 00:00:00,95487.27,PG70139234,Gateway_A,2026-08-16 00:00:00,95487.27,0.0,2026-08-17 00:00:00,95487.27,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009192,INV0009192,CUST005857,Priya Verma,STORE037,2026-08-08 00:00:00,21517.29,PG60033736,Gateway_B,2026-08-08 00:00:00,21517.29,0.0,2026-08-09 00:00:00,21517.29,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009193,INV0009193,CUST007945,Vikram Kumar,STORE123,2026-08-04 00:00:00,71845.64,PG51482509,Gateway_C,2026-08-04 00:00:00,71845.64,0.0,2026-08-04 00:00:00,71845.64,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009194,INV0009194,CUST002602,Arjun Sharma,STORE169,2026-08-22 00:00:00,96677.25,PG59318526,Gateway_A,2026-08-22 00:00:00,96677.25,0.0,2026-08-23 00:00:00,96677.25,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009195,INV0009195,CUST007229,Amit Das,STORE201,2026-08-26 00:00:00,58416.6,PG95675809,Gateway_C,2026-08-26 00:00:00,58416.6,0.0,2026-08-28 00:00:00,58416.6,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009196,INV0009196,CUST009506,Rahul Patel,STORE029,2026-08-19 00:00:00,90083.44,PG29796848,Gateway_C,2026-08-19 00:00:00,90083.44,0.0,2026-08-20 00:00:00,90083.44,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009197,INV0009197,CUST007598,Pooja Iyer,STORE184,2026-08-19 00:00:00,40815.97,PG48883517,Gateway_B,2026-08-19 00:00:00,40815.97,0.0,2026-08-19 00:00:00,40815.97,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009198,INV0009198,CUST005837,Pooja Sharma,STORE083,2026-08-08 00:00:00,71326.59,PG97990073,Gateway_A,2026-08-08 00:00:00,71326.59,0.0,2026-08-08 00:00:00,71326.59,0.0,SETTLED,0.0,85.0,MEDIUM_CONFIDENCE,MATCHED
TX0009199,INV0009199,CUST004015,Arjun Sharma,STORE110,2026-08-29 00:00:00,92058.19,PG28465445,Gateway_A,2026-08-29 00:00:00,92058.19,0.0,2026-08-29 00:00:00,92058.19,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009200,INV0009200,CUST003682,Rohan Sharma,STORE250,2026-08-05 00:00:00,36851.92,PG88739881,Gateway_C,2026-08-05 00:00:00,36851.92,0.0,2026-08-05 00:00:00,36851.92,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009201,INV0009201,CUST004353,Pooja Rao,STORE239,2026-08-29 00:00:00,99737.25,PG55975973,Gateway_C,2026-08-29 00:00:00,99737.25,0.0,2026-08-29 00:00:00,99737.25,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009202,INV0009202,CUST008538,Arjun Nair,STORE221,2026-08-09 00:00:00,86083.19,PG21221199,Gateway_C,2026-08-09 00:00:00,86083.19,0.0,2026-08-10 00:00:00,86083.19,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009203,INV0009203,CUST003886,Kavya Nair,STORE219,2026-08-26 00:00:00,61260.62,PG95793097,Gateway_B,2026-08-26 00:00:00,61260.62,0.0,2026-08-27 00:00:00,61260.62,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009204,INV0009204,CUST003801,Arjun Reddy,STORE173,2026-08-08 00:00:00,60069.84,PG36669887,Gateway_C,2026-08-08 00:00:00,60069.84,0.0,2026-08-08 00:00:00,60069.84,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009205,INV0009205,CUST002565,Priya Kapoor,STORE004,2026-08-29 00:00:00,39960.23,PG98338606,Gateway_A,2026-08-29 00:00:00,39960.23,0.0,2026-08-29 00:00:00,39960.23,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009206,INV0009206,CUST003854,Priya Iyer,STORE108,2026-08-05 00:00:00,30171.67,PG35464489,Gateway_C,2026-08-05 00:00:00,30171.67,0.0,2026-08-05 00:00:00,30171.67,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009207,INV0009207,CUST000292,Arjun Joshi,STORE092,2026-08-22 00:00:00,88794.99,PG28528308,Gateway_B,2026-08-22 00:00:00,88794.99,0.0,2026-08-22 00:00:00,88794.99,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009208,INV0009208,CUST004670,Vikram Singh,STORE150,2026-08-08 00:00:00,106626.85,PG49452689,Gateway_B,2026-08-08 00:00:00,106626.85,0.0,2026-08-10 00:00:00,106626.85,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009209,INV0009209,CUST006232,Karan Rao,STORE003,2026-08-06 00:00:00,89259.54,PG42218877,Gateway_A,2026-08-06 00:00:00,89259.54,0.0,2026-08-07 00:00:00,89259.54,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009210,INV0009210,CUST008812,Nikhil Patel,STORE173,2026-08-27 00:00:00,94095.89,PG91839417,Gateway_B,2026-08-27 00:00:00,94095.89,0.0,2026-08-27 00:00:00,94095.89,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009211,INV0009211,CUST006514,Nikhil Iyer,STORE194,2026-08-01 00:00:00,65182.17,PG61555473,Gateway_A,2026-08-01 00:00:00,65182.17,0.0,2026-08-03 00:00:00,65182.17,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009212,INV0009212,CUST001409,Rahul Singh,STORE091,2026-08-28 00:00:00,62817.15,PG49410524,Gateway_A,2026-08-28 00:00:00,62817.15,0.0,2026-08-28 00:00:00,62817.15,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009213,INV0009213,CUST001869,Neha Mishra,STORE041,2026-08-30 00:00:00,79067.63,,,,,,,,,MISSING_SETTLEMENT,,0.0,NO_MATCH,MISSING_PAYMENT
TX0009214,INV0009214,CUST000897,Karan Kapoor,STORE203,2026-08-02 00:00:00,2214.97,PG90738812,Gateway_B,2026-08-02 00:00:00,2214.97,0.0,2026-08-03 00:00:00,2214.97,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009215,INV0009215,CUST001720,Pooja Nair,STORE021,2026-08-30 00:00:00,46620.44,PG48196540,Gateway_C,2026-08-30 00:00:00,46620.44,0.0,2026-09-01 00:00:00,46620.44,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009216,INV0009216,CUST008281,Rahul Kumar,STORE047,2026-08-27 00:00:00,92526.91,PG45289644,Gateway_A,2026-08-27 00:00:00,92526.91,0.0,2026-08-29 00:00:00,92526.91,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009217,INV0009217,CUST000427,Aditya Reddy,STORE022,2026-08-06 00:00:00,6879.13,PG82931478,Gateway_C,2026-08-06 00:00:00,6879.13,0.0,2026-08-06 00:00:00,6879.13,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009218,INV0009218,CUST004378,Amit Reddy,STORE243,2026-08-13 00:00:00,50419.78,PG90515501,Gateway_C,2026-08-13 00:00:00,50419.78,0.0,2026-08-15 00:00:00,50419.78,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009219,INV0009219,CUST008307,Amit Sharma,STORE212,2026-08-31 00:00:00,1715.66,PG40084165,Gateway_B,2026-08-31 00:00:00,1715.66,0.0,2026-09-01 00:00:00,1974.44,-258.78,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009220,INV0009220,CUST005706,Vikram Kumar,STORE047,2026-08-30 00:00:00,92270.97,PG30140743,Gateway_C,2026-08-30 00:00:00,74474.37,17796.6,2026-09-01 00:00:00,92270.97,-17796.6,SETTLED,0.0,80.0,MEDIUM_CONFIDENCE,PARTIAL_PAYMENT
TX0009221,INV0009221,CUST000802,Vikram Verma,STORE100,2026-08-01 00:00:00,9297.03,PG71085615,Gateway_B,2026-08-01 00:00:00,9297.03,0.0,2026-08-01 00:00:00,9297.03,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
TX0009222,INV0009222,CUST008910,Aditya Singh,STORE020,2026-08-25 00:00:00,102082.62,PG68022339,Gateway_B,2026-08-25 00:00:00,102082.62,0.0,2026-08-26 00:00:00,102082.62,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED
